time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/n_updates,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/value_loss,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss
1064,67072,75.19951965999999,60.0,131,63,1300,0.2,-0.008289422444067895,0.0003,0.005351645,177.55427017211915,0.46820300817489624,69.78663635253906,0.05,-1.6492833256721497
1072,67584,73.10328516,60.0,132,63,1310,0.2,-0.00766748976893723,0.0003,0.0052222284,234.04849185943604,0.5016148388385773,68.93840026855469,0.056640625,-1.7130204513669014
1080,68096,72.74390383,60.0,133,63,1320,0.2,-0.0025640507403295485,0.0003,0.0031079089,313.1129508972168,0.5878410339355469,101.81376647949219,0.014453125,-1.6402743712067605
1088,68608,69.87955485000002,60.0,134,63,1330,0.2,-0.009326376731041818,0.0003,0.0054762717,179.9124478340149,0.17143088579177856,59.72486877441406,0.037890625,-1.7290356263518334
1097,69120,70.49482096,60.0,135,62,1340,0.2,-0.006649562972597778,0.0003,0.011063673,69.27290196418762,0.6134726405143738,28.324934005737305,0.0736328125,-1.85493665933609
1106,69632,66.52715708,60.0,136,62,1350,0.2,-0.0046955477213487026,0.0003,0.005462396,516.872705078125,0.4336615800857544,215.26768493652344,0.005078125,-1.6924949243664742
1114,70144,62.611932270000004,60.0,137,62,1360,0.2,-0.004529021913185716,0.0003,0.00428208,167.41005783081056,0.4798324704170227,57.22124481201172,0.019140625,-1.7310292303562165
1122,70656,58.142271529999995,60.0,138,62,1370,0.2,-0.001491210557287559,0.0003,0.003011333,432.7560348510742,0.40462756156921387,198.6287841796875,0.006640625,-1.707352949678898
1130,71168,59.97411813000001,60.0,139,62,1380,0.2,-0.005649112613173202,0.0003,0.0067841946,352.1932481765747,0.09188580513000488,141.15167236328125,0.0455078125,-1.7695426881313323
1138,71680,57.59953875,60.0,140,62,1390,0.2,-0.007910534937400371,0.0003,0.0068941806,316.8745853424072,0.2794056534767151,102.92476654052734,0.0310546875,-1.7586933434009553
1147,72192,59.07313310000001,60.0,141,62,1400,0.2,-0.009598885057494044,0.0003,0.007003514,230.36347694396972,0.15375030040740967,107.52590942382812,0.043359375,-1.700337190926075
1155,72704,65.04194685,60.0,142,62,1410,0.2,-0.010993176233023405,0.0003,0.0068433145,247.92217512130736,0.4249471426010132,112.58489227294922,0.05703125,-1.6510648891329764
1164,73216,66.34361542000002,60.0,143,62,1420,0.2,-0.008695412561064587,0.0003,0.008122291,274.4076385498047,0.4732820391654968,149.35626220703125,0.05546875,-1.7582536473870278
1172,73728,59.888391850000005,60.0,144,62,1430,0.2,-0.00439237606478855,0.0003,0.003087161,502.65038871765137,0.03171879053115845,295.95599365234375,0.00625,-1.6920293107628823
1185,74240,63.229813889999996,60.0,145,62,1440,0.2,-0.014071939623681829,0.0003,0.008585537,210.4898868560791,0.5998623073101044,75.76334381103516,0.082421875,-1.641900932788849
1194,74752,66.82305003999998,60.0,146,62,1450,0.2,-0.003941067284904421,0.0003,0.0044271816,317.09517364501954,0.5642013847827911,125.45528411865234,0.01953125,-1.6883861541748046
1205,75264,63.80998589,60.0,147,62,1460,0.2,-0.005855886434437707,0.0003,0.0051185135,278.4798416137695,0.6456348896026611,119.97360229492188,0.0302734375,-1.7095680013298988
1213,75776,63.38664181,60.0,148,62,1470,0.2,-0.011203915154328569,0.0003,0.0065777833,245.68130359649658,0.6600258946418762,133.55638122558594,0.037109375,-1.6606377050280572
1221,76288,64.49463425,60.0,149,62,1480,0.2,-0.0013058623299002647,0.0003,0.0059579294,106.40704860687256,0.5067775249481201,33.799766540527344,0.028515625,-1.719783467054367
1233,76800,70.89738056,60.0,150,62,1490,0.2,-0.008510951692005619,0.0003,0.006887912,282.50519771575927,0.5206844508647919,118.9776840209961,0.041796875,-1.5923573076725006
